id	country	designation	points	price	province	region_1	region_2	variety	winery	Cluster
81358	US		85	20.00	California	Napa Valley	Napa	Bordeaux-style Red Blend	Tetra	C1
85484	US	InSpire	94	60.00	California	Napa Valley	Napa	Cabernet Sauvignon	Boyanci	C4
60081	US	Lazy S Vineyard	83	40.00	California	Alexander Valley	Sonoma	Cabernet Sauvignon	Esterlina	C3
101796	Italy	Brut Claxa Bottle	87	17.00	Veneto	Conegliano Valdobbiadene Prosecco Superiore		Glera	Villa Sandi	C1
69225	Chile		93	87.00	Puente Alto			Bordeaux-style Red Blend	Almaviva	C2
24608	US	Little Bear Creek Red	90	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Bordeaux-style Red Blend	Woodinville Wine Cellars	C1
44476	US		90	29.00	Washington	Columbia Valley (WA)	Columbia Valley	Malbec	Three Rivers	C3
29126	US	Camp Meeting Ridge Estate	94	58.00	California	Sonoma Coast	Sonoma	Chardonnay	Flowers	C4
1714	US	Estate Bottled	90	18.00	California	El Dorado	Sierra Foothills	Sauvignon Blanc	Lava Cap	C1
15723	Spain	Cármine	85	30.00	Levante	Jumilla		Monastrell	Bodegas Murtia	C3
78032	France		86	10.00	Beaujolais	Beaujolais-Villages		Gamay	Barton & Guestier	C1
39778	US	Reserve Dry	86	25.00	New York	Finger Lakes	Finger Lakes	Gewürztraminer	McGregor	C3
95379	Chile	Castillo de Molina Reserva	87	12.00	Maule Valley			Shiraz	San Pedro	C1
74055	Spain	Duque de Medina Reserva Old Vine	80	14.00	Northern Spain	Cariñena		Garnacha	Ignacio Marín	C1
138696	France	Grande Réserve Brut	92	60.00	Champagne	Champagne		Champagne Blend	Gosset	C4
73992	France	Cuvée Vieilles Vignes	90	24.00	Bordeaux	Puisseguin Saint-Émilion		Bordeaux-style Red Blend	Château Lanbersac	C3
100873	US	Corneauxcopia	82	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Claar	C3
90964	Greece	Danielis	85	11.00	Greece			Red Blend	Achaia Clauss	C1
41093	US	Meredith Mitchell Vineyard	89	65.00	Oregon	McMinnville	Willamette Valley	Pinot Noir	Ken Wright	C4
149347	France	Le Troncsec	86	25.00	Loire Valley	Pouilly-Fumé		Sauvignon Blanc	Joseph Mellot	C3
120328	France	Montmains Premier Cru	91	35.00	Burgundy	Chablis		Chardonnay	Simonnet-Febvre	C3
51422	US		95	95.00	California	Napa Valley	Napa	Cabernet Sauvignon	Sinatra Family	C2
124764	US		85	15.00	New York	New York	New York Other	Merlot	Brotherhood	C1
87733	France	Les Caillerets Premier Cru	94	102.00	Burgundy	Chassagne-Montrachet		Chardonnay	Domaine Marc Morey	C2
71554	Hungary	Royal Cuvée	87	28.00	Villány			Bordeaux-style Red Blend	Bock	C3
73924	France		87	18.00	Burgundy	Mâcon-Villages		Chardonnay	Henri Perrusset	C1
26873	US		91	16.00	California	Mendocino County	Mendocino/Lake Counties	Syrah	Bonterra	C1
143699	US		93	70.00	California	Howell Mountain	Napa	Merlot	Duckhorn	C4
126846	US	Flood Family Vineyards	87	25.00	California	Santa Barbara County	Central Coast	Syrah	Rancho Sisquoc	C3
143348	Chile	Gran Reserva	87	15.00	Central Valley			Cabernet Sauvignon	Espiritu de Chile	C1
119566	US	Destiny Vineyards Unforgettable	84	38.00	California	Paso Robles	Central Coast	Merlot	Hunt Cellars	C3
72880	Italy	Vigna della Corona	91	86.00	Southern Italy	Aglianico del Vulture		Aglianico	Tenuta Le Querce	C2
83686	US		88	13.00	Washington	Yakima Valley	Columbia Valley	Gewürztraminer	Lone Birch	C1
23481	Italy		85	14.00	Piedmont	Moscato d'Asti		Moscato	Enrico Serafino	C1
63178	US	Sleepy Hollow Vineyard	88	35.00	California	Monterey	Central Coast	Chardonnay	Talbott	C3
12808	US		89	13.00	California	California	California Other	Merlot	Château Souverain	C1
19900	Italy	Casale Vecchio	87	18.00	Central Italy	Terre di Chieti		Pecorino	Farnese	C1
62913	Australia	Three Gardens Shiraz-Grenache-Mourvèdre	87	17.00	South Australia	Barossa Valley		Rhône-style Red Blend	Langmeil	C1
135442	Italy	Ronco Broilo	88	49.00	Northeastern Italy	Colli Orientali del Friuli		White Blend	Conte d'Attimis-Maniago	C4
53691	US		84	22.00	California	Shenandoah Valley (CA)	Sierra Foothills	Primitivo	Bray	C1
10983	France	Clos Capelune	93	60.00	Provence	Côtes de Provence		Rosé	Château Saint-Maur	C4
146835	Spain	Aniversario PA 84 Brut Nature	86	70.00	Catalonia	Cava		Sparkling Blend	Parxet	C4
99055	France	La Réserve du Crouzau St. Gervais	86	20.00	Rhône Valley	Côtes du Rhône Villages		Rhône-style Red Blend	Les Vignobles Foncalieu	C1
71102	US	Reserve	93	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Barnard Griffin	C3
148186	US		93	115.00	California	St. Helena	Napa	Cabernet Sauvignon	Hourglass	C2
74590	US		90	18.00	California	California	California Other	Vermentino	Bailiwick	C1
116945	Australia		90	17.00	South Australia	Clare Valley		Cabernet Sauvignon	Wakefield Estate	C1
56034	Austria	Heideboden	90	28.00	Burgenland			Austrian Red Blend	Judith Beck	C3
105234	US	Alder Ridge Vineyard	91	40.00	Washington	Washington	Washington Other	Syrah	Coeur d'Alene	C3
66439	US	Redemption Zin	87	25.00	California	Dry Creek Valley	Sonoma	Zinfandel	Alexander Valley Vineyards	C3
37765	Spain		84	13.00	Northern Spain	Rioja		White Blend	Vivanco	C1
145213	Australia		89	27.00	South Australia	Coonawarra		Cabernet Sauvignon-Merlot	Punters Corner	C3
116416	Spain	Selección Especial	83	12.00	Northern Spain	Vino de la Tierra de Castilla y León		Tempranillo-Shiraz	Penascal	C1
102442	US	Sonoma Coast Cuvée	88	28.00	California	Sonoma Coast	Sonoma	Syrah	Baker Lane	C3
98506	US	Gowan Creek Vineyard	94	75.00	California	Anderson Valley	Mendocino/Lake Counties	Pinot Noir	Goldeneye	C4
108768	US		87	25.00	California	Santa Barbara County	Central Coast	Pinot Noir	Martin Ray	C3
69251	Greece	Mythic River	83	13.00	Nemea			Agiorgitiko	Estate Constantin Gofas	C1
118965	US		85	10.00	Washington	Washington	Washington Other	Merlot	Avery Lane	C1
102178	Chile	Reserva	85	12.00	Maipo Valley			Merlot	Porta	C1
33641	US		93	25.00	California	Sonoma County	Sonoma	Pinot Noir	Reaper	C3
136763	Australia	Nine Gums Vineyard	85	30.00	South Australia	McLaren Vale		Shiraz	Brick Road	C3
76790	US		93	38.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Syrah	Abeja	C3
124923	Switzerland	Marengo	86	19.00	Vino da Tavola della Svizzera Italiana			Merlot	Delea	C1
113558	Italy	Custera	89	39.00	Sicily & Sardinia	Sicilia		Red Blend	Ceuso	C3
122546	US	Sleepy Hollow Vineyard	92	59.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Testarossa	C4
68180	New Zealand		86	17.00	Nelson			Sauvignon Blanc	Seifried	C1
120060	US		84	20.00	California	Monterey County	Central Coast	Pinot Noir	Dahlia	C1
30512	France		86	9.00	Bordeaux	Bordeaux Blanc		Bordeaux-style White Blend	Château de l'Enclos	C1
13725	US	Home Ranch	89	26.00	California	Dry Creek Valley	Sonoma	Chardonnay	Sbragia	C3
82532	Greece		84	12.00	Nemea			Agiorgitiko	Kouros	C1
119253	Argentina		83	9.00	Mendoza Province	Mendoza		Malbec	Origin	C1
83940	Portugal	Cape Roca Fisherman	85	11.00	Vinho Verde			Portuguese White	Casca Wines	C1
28262	France	Elixir Demi-Sec Premier Cru	83	63.00	Champagne	Champagne		Champagne Blend	Bertrand-Delespierre	C4
3657	France	Grossi Laüe Limited Edition	94	55.00	Alsace	Alsace		Pinot Noir	Hugel	C4
25375	US	Bass Hill	87	30.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Amity Vineyards	C3
87527	US	Paragon Vineyard	91	17.00	California	Edna Valley	Central Coast	Grenache Blanc	Tangent	C1
72287	US	Reserve	86	30.00	California	Livermore Valley	Central Coast	Petit Verdot	Concannon	C3
84191	US	Caravan	92	42.00	California	Napa Valley	Napa	Cabernet Sauvignon	Darioush	C4
141918	Spain	Blanco	80	8.00	Northern Spain	Rioja		Viura	Montecillo	C1
23420	US	Estate	85	18.00	California	Lake County	Mendocino/Lake Counties	Zinfandel	Quackenbush	C1
95268	Italy		84	28.00	Southern Italy	Greco di Tufo		Greco	Macchialupa	C3
109901	US		87	28.00	Washington	Washington	Washington Other	Merlot	Camaraderie	C3
119516	US	Huber Vineyard	94	48.00	California	Sta. Rita Hills	Central Coast	Chardonnay	Diatom	C4
114891	US		88	45.00	Washington	Rattlesnake Hills	Columbia Valley	Chardonnay	Hudson Shah	C4
44230	Italy	Furlana	88	20.00	Northeastern Italy	Collio		Friulano	Conti Formentini	C1
40640	France		91	30.00	Bordeaux	Moulis-en-Médoc		Bordeaux-style Red Blend	Château Anthonic	C3
120236	US	Hailey's Block	95	60.00	California	Green Valley	Sonoma	Pinot Noir	Hartford Court	C4
127116	Australia		87	16.00	South Australia	Adelaide Hills		Pinot Gris	Sidewood	C1
44984	US	Signature	93	39.00	California	Paso Robles	Central Coast	Red Blend	Vina Robles	C3
127018	US		83	10.00	Washington	Columbia Valley (WA)	Columbia Valley	Syrah	Snoqualmie	C1
60281	France	Tradition de Campuget	84	12.00	Rhône Valley	Costières de Nîmes		Rosé	Château de Campuget	C1
117971	US	Destiny Ridge Vineyard ‘Shepherd's Mark'	89	18.00	Washington	Columbia Valley (WA)	Columbia Valley	White Blend	Alexandria Nicole	C1
56626	US	Brut	90	19.00	California	Mendocino County	Mendocino/Lake Counties	Champagne Blend	Scharffenberger	C1
31958	France	Tête de Cru Les Perrières	91	55.00	Burgundy	Pouilly-Fuissé		Chardonnay	Domaine Ferret	C4
20712	Italy	Capitel de' Roari	88	35.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Luigi Righetti	C3
132757	Australia	Bin 444	86	9.00	Australia Other	South Eastern Australia		Cabernet Sauvignon	Wyndham Estate	C1
124180	Australia	The Scribbler	89	18.00	South Australia	Barossa		Cabernet Sauvignon-Shiraz	Yalumba	C1
59307	Spain	Finca Valpiedra Reserva	90	40.00	Northern Spain	Rioja		Tempranillo Blend	Martinez Bujanda	C3
133161	France	Grande Réserve Brut	85	24.00	Champagne	Champagne		Champagne Blend	Chanoine	C3
121659	US	Rough Justice Red	91	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Barrister	C1
44370	US	Buchignani Vineyard	85	28.00	California	Dry Creek Valley	Sonoma	Zinfandel	Keating	C3
101367	Italy	Merlot	84	8.00	Central Italy	Umbria		Merlot	Cantina Tudernum	C1
89322	Italy		89	50.00	Piedmont	Barbaresco		Nebbiolo	Prunotto	C4
110409	Portugal	Reserva	92	25.00	Douro			Portuguese Red	Quinta de Ventozelo	C3
121722	US	Estate Bottled	90	24.00	California	Edna Valley	Central Coast	Chardonnay	Chamisal Vineyards	C3
3409	France	Terres Blanches	87	12.00	Southwest France	Côtes de Gascogne		White Blend	Domaine Chiroulet	C1
10529	Austria	Loibner Steinertal Smaragd	95	57.00	Wachau			Grüner Veltliner	F X Pichler	C4
54248	US		85	24.00	California	Paso Robles	Central Coast	Cabernet Sauvignon	Robert Hall	C3
74708	US	Extra Dry	85	10.00	California	California	California Other	Champagne Blend	JFJ	C1
108200	US	Salvestrin Estate Vineyard Three-D	94	110.00	California	St. Helena	Napa	Cabernet Sauvignon	Salvestrin	C2
73584	Spain	Crianza	84	30.00	Northern Spain	Ribera del Duero		Tempranillo	Alidis	C3
79937	US	Severed Head Red	84	18.00	California	Napa Valley	Napa	Red Blend	Spell Wine	C1
60166	US	Il Re Reserve	88	38.00	California	Red Hills Lake County	Mendocino/Lake Counties	Cabernet Sauvignon	Nordby	C3
121343	Chile	Gran Reserva	85	20.00	Bío Bío Valley			Pinot Noir	Porta	C1
46682	US		90	18.00	Oregon	Willamette Valley	Willamette Valley	Pinot Gris	Westrey	C1
94561	US		87	19.00	New York	Finger Lakes	Finger Lakes	Gewürztraminer	Standing Stone	C1
64948	US	Albutom Vineyard	92	45.00	California	Santa Cruz Mountains	Central Coast	Chardonnay	Thomas Fogarty	C4
6835	US	Oregon	87	22.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Coeur de Terre	C1
112111	Argentina		84	8.00	Mendoza Province	Mendoza		Viognier	Santa Julia	C1
108129	Italy	Il Corzano	87	40.00	Tuscany	Toscana		Red Blend	Fattoria Corzano e Paterno	C3
89892	Chile	Marques de Casa Concha	88	22.00	Peumo			Carmenère	Concha y Toro	C1
5058	France	Les Becs Fins	88	21.00	Rhône Valley	Côtes du Rhône Villages		Grenache-Syrah	Tardieu-Laurent	C1
127125	Italy	Martinette	87	14.00	Piedmont	Barbera d'Asti Superiore		Barbera	Alfonso Boeri	C1
119386	Chile	Reserva	82	13.00	Limarí Valley			Chardonnay	Terra Andina	C1
61132	Australia		86	16.00	South Australia	Langhorne Creek		Shiraz	The Winner's Tank	C1
28056	Spain	MIM Natura Brut Reserva	88	20.00	Catalonia	Cava		Sparkling Blend	Marqués de Gelida	C1
40222	Chile	LFE 900 Single Vineyard	90	35.00	Colchagua Valley			Red Blend	Luis Felipe Edwards	C3
96513	US	Meek Vineyard	90	42.00	Washington	Columbia Valley (WA)	Columbia Valley	Petit Verdot	OS Winery	C4
134730	US	The Whitewing Amber Ridge	93	50.00	California	Russian River Valley	Sonoma	Pinot Noir	Armanino Family Cellars	C4
111280	US		84	10.00	California	Alexander Valley	Sonoma	Sauvignon Blanc	DeLorimier	C1
127077	Italy	Extra Dry	85	19.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Varaschin	C1
46976	US	3 Divas	89	25.00	California	Russian River Valley	Sonoma	Rhône-style White Blend	Montemaggiore	C3
139728	US	Camel Hill	88	55.00	California	Santa Cruz Mountains	Central Coast	Syrah	Martella	C4
133198	Spain	Gran Reserva	90	38.00	Northern Spain	Rioja		Tempranillo	Ramón Bilbao	C3
66849	US	Tondré's Grapefield	86	55.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Morgan	C4
90319	US	Dry	87	13.00	New York	Finger Lakes	Finger Lakes	Riesling	Wagner	C1
822	US	Circle S Vineyard	90	70.00	California	Napa Valley	Napa	Cabernet Sauvignon	Tetra	C4
86830	France		82	11.00	Languedoc-Roussillon	Vin de Pays d'Oc		Pinot Noir	Wild Pig	C1
125649	Chile	Reserva	87	12.00	Cachapoal Valley			Cabernet Sauvignon	Gracia de Chile	C1
64952	Italy		85	9.00	Northeastern Italy	Alto Adige		Pinot Grigio	Josef Weger	C1
74238	US	Family Classic	87	20.00	California	North Coast	North Coast	Cabernet Sauvignon	Raymond	C1
88160	Portugal	Coreto	84	6.00	Estremadura			Rosé	DFJ Vinhos	C1
24160	Italy	Guado al Tasso	97	102.00	Tuscany	Bolgheri Superiore		Red Blend	Marchesi Antinori	C2
99498	Chile	Reserva	88	12.00	Colchagua Valley			Malbec	Santa Rita	C1
80041	Germany	Feinherb	87	18.00	Mosel			Riesling	Dr. Pauly Bergweiler	C1
64961	Argentina	Acorde #1 Reserve	85	36.00	Mendoza Province	Mendoza		Malbec-Cabernet Sauvignon	Preludio	C3
142994	Chile	Doña Isadora	88	9.00	Maipo Valley			Riesling	Cousiño-Macul	C1
114719	Italy		92	61.00	Tuscany	Brunello di Montalcino		Sangiovese	Argiano	C4
25155	US	Semi-Dry	88	13.00	New York	New York	New York Other	Riesling	Heron Hill	C1
139014	New Zealand		87	18.00	Marlborough			Sauvignon Blanc	Huia	C1
38536	Chile	Auma Los Lingues	91	100.00	Colchagua Valley			Red Blend	Koyle	C2
136009	US	Lone Redwood Ranch	94	25.00	California	Russian River Valley	Sonoma	Zinfandel	Joseph Swan Vineyards	C3
148203	US	Don Miguel Vineyard Dobles Lías	90	45.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Torres	C4
124610	Chile	Medalla Real Special Reserve	90	19.00	Maipo Valley			Cabernet Sauvignon	Santa Rita	C1
69039	France	Bourgogne A. Rodet	85	18.00	Burgundy	Bourgogne		Pinot Noir	Antonin Rodet	C1
88851	US		88	12.00	Oregon	Oregon	Oregon Other	Pinot Gris	A to Z	C1
122061	France		92	22.00	Loire Valley	Savennières		Chenin Blanc	Domaine des Baumard	C3
73346	US		87	65.00	California	Napa Valley	Napa	Cabernet Sauvignon	Vellum	C4
28255	US	Naughty Little Hillsides Estate	90	25.00	California	Sta. Rita Hills	Central Coast	Pinot Gris	Babcock	C3
17718	US		88	20.00	Oregon	Umpqua Valley	Southern Oregon	Syrah	Melrose	C1
108843	US		82	19.00	California	Fiddletown	Sierra Foothills	Zinfandel	Santino	C1
24798	Italy	Saia	89	36.00	Sicily & Sardinia	Sicilia		Nero d'Avola	Feudo Maccari	C3
51779	Spain	Victorino	93	63.00	Northern Spain	Toro		Tinta de Toro	Teso La Monja	C4
30107	Germany	Graacher Himmelreich Auslese	92	51.00	Mosel			Riesling	Joh. Jos. Prüm	C4
137249	US		88	22.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Gordon Brothers	C1
113917	US	Sagemoor Vineyard	89	29.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Columbia Winery	C3
25277	Italy	Stemmari	87	10.00	Sicily & Sardinia	Sicilia		Syrah	Feudo Arancio	C1
140906	US		89	30.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Zerba Cellars	C3
61825	Australia	Chookshed	88	85.00	South Australia	Barossa Valley		Zinfandel	Rusden	C2
93861	Spain	Calvario	93	150.00	Northern Spain	Rioja		Tempranillo	Finca Allende	C2
132425	US		88	24.00	California	Carneros	Napa-Sonoma	Pinot Grigio	Benessere	C3
63012	US	Da Red	88	18.00	California	Edna Valley	Central Coast	Red Blend	Domaine Alfred	C1
29163	Italy	Castello di Montespertoli Riserva	87	30.00	Tuscany	Chianti Montespertoli		Red Blend	Castello Sonnino	C3
150632	US		88	20.00	California	Redwood Valley	Mendocino/Lake Counties	Zinfandel	Lolonis	C1
38712	US	ReZerve	90	24.00	California	Amador County	Sierra Foothills	Primitivo	Sobon Estate	C3
122686	US	Wahluke Slope Vineyard	89	28.00	Washington	Columbia Valley (WA)	Columbia Valley	Malbec	Arbor Crest	C3
13055	France		91	25.00	France Other	Arbois		Chardonnay	Domaine Daniel Dugois	C3
68681	France	Aric	92	20.00	Languedoc-Roussillon	Corbières		Rhône-style Red Blend	Domaine Famille Lignères	C1
138943	France	Grand Siècle La Cuvée Brut	90	90.00	Champagne	Champagne		Champagne Blend	Laurent-Perrier	C2
3860	US	Copeland Vineyard	90	26.00	Washington	Rattlesnake Hills	Columbia Valley	Cabernet Franc	Savage Grace	C3
71809	Spain		82	10.00	Central Spain	Valdepeñas		Tempranillo	Montecruz	C1
130703	Chile		83	9.00	Central Valley			Shiraz	San Elias	C1
29863	US		88	23.00	Washington	Columbia Valley (WA)	Columbia Valley	Tempranillo	Ott & Murphy	C3
85937	US	Lot 110	83	18.00	California	Carneros	Napa-Sonoma	Pinot Noir	Cameron Hughes	C1
75048	Italy	Tridentum Dosaggio Zero	90	39.00	Northeastern Italy	Trento		Pinot Nero	Cesarini Sforza	C3
123647	Argentina	Reserva	87	18.00	Mendoza Province	Tupungato		Pinot Noir	Domaine Jean Bousquet	C1
28910	Spain	Viña Rubican Crianza	86	14.00	Northern Spain	Navarra		Red Blend	Bodegas Corellanas	C1
24678	US	Estate	89	18.00	California	Sonoma Valley	Sonoma	Viognier	Kunde	C1
144820	France	Cuvée Paradis Brut Rosé	90	110.00	Champagne	Champagne		Champagne Blend	Alfred Gratien	C2
78227	US	Estate Vineyard	87	22.00	California	Sonoma Valley	Sonoma	Marsanne	Wellington	C1
36584	US		81	33.00	California	California	California Other	Barbera	Villa Andretti	C3
98669	US	Peay Vineyard	95	54.00	California	Russian River Valley	Sonoma	Pinot Noir	Williams Selyem	C4
50971	Italy	Colbertina	86	25.00	Piedmont	Barbera d'Alba		Barbera	Tenuta L'Illuminata	C3
56353	France	Les Romains	92	59.00	Loire Valley	Sancerre		Sauvignon Blanc	Domaine Vacheron	C4
133109	US		88	18.00	California	Mendocino County	Mendocino/Lake Counties	Viognier	Bonterra	C1
22855	South Africa	The Mint	90	45.00	Stellenbosch			Cabernet Sauvignon	Thelema	C4
55192	US		91	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	L'Ecole No. 41	C1
92263	Australia	Unwooded	85	18.00	South Australia	South Australia		Chardonnay	Chapel Hill	C1
68822	Spain	Reserva	91	77.00	Northern Spain	Rioja		Tempranillo	Remírez de Ganuza	C2
144252	US	Eutenier Sylar Vineyard	84	17.00	California	Lake County	Mendocino/Lake Counties	Sauvignon Blanc	X	C1
136408	Italy	Tané	90	60.00	Sicily & Sardinia	Sicilia		Red Blend	Valle dell'Acate	C4
105179	US		90	16.00	Oregon	Oregon	Oregon Other	Chardonnay	A to Z	C1
2322	Italy	Cannubi Boschis	90	70.00	Piedmont	Barolo		Nebbiolo	Cantina del Nebbiolo	C4
55726	US	Syrah du Soleil	85	36.00	California	Sonoma County	Sonoma	Syrah	Collier Falls	C3
73467	US		83	28.00	California	Napa Valley	Napa	Sangiovese	Benessere	C3
31485	US	35th Anniversary Reserve Mailbox Vineyard	88	64.00	California	Spring Mountain District	Napa	Merlot	Keenan	C4
15739	US		85	12.00	Washington	Columbia Valley (WA)	Columbia Valley	Riesling	Jones of Washington	C1
40461	US		90	14.00	California	Edna Valley	Central Coast	Chardonnay	Fossil Point	C1
63317	Spain		86	12.00	Catalonia	Terra Alta		Syrah-Grenache	Las Colinas Del Ebro	C1
140360	US	Wine Creek Ranch	91	24.00	California	Dry Creek Valley	Sonoma	Grenache	Quivira	C3
67961	Italy	Riserva	83	22.00	Tuscany	Chianti Classico		Sangiovese	Valiano	C1
8773	Slovenia	Hand Harvested Estate Bottled	86	7.00	Primorska			Pinot Grigio	Avia	C1
8682	US		86	17.00	California	Central Coast	Central Coast	Pinot Noir	Edna Valley Vineyard	C1
61668	US	Sanford & Benedict Vineyard	91	48.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Sanford	C4
129867	Israel	Appellation Kosher	84	24.00	Upper Galilee			Merlot	Carmel	C3
67787	US		83	12.00	Washington	Columbia Valley (WA)	Columbia Valley	White Riesling	Barnard Griffin	C1
74321	US		90	10.00	Washington	Washington	Washington Other	Riesling	Washington Hills	C1
98500	US	Buckeye Vineyard	95	85.00	California	Howell Mountain	Napa	Cabernet Sauvignon	Piña	C2
121019	US	Harrison Hill Red Wine	93	75.00	Washington	Yakima Valley	Columbia Valley	Red Blend	DeLille	C4
136423	Argentina	Reserve	83	13.00	Mendoza Province	Mendoza		Chardonnay	Caoba	C1
15014	US	Rancho Santa Rosa	90	30.00	California	Sta. Rita Hills	Central Coast	Syrah	Foley	C3
126978	US	Reserve	87	40.00	California	Russian River Valley	Sonoma	Chardonnay	Rodney Strong	C3
93622	France		83	15.00	Alsace	Alsace		Pinot Gris	Domaine Specht	C1
98224	Germany	Johannisberger Klaus Spätlese	89	43.00	Rheingau			Riesling	Johannishof	C4
35192	US		91	39.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Merlot	Reininger	C3
38164	France		91	19.00	Languedoc-Roussillon	Fitou		Grenache-Carignan	Gérard Bertrand	C1
20382	Germany	Medium Sweet	85	11.00	Mosel			Riesling	blüfeld	C1
108532	US		89	85.00	California	Napa Valley	Napa	Semillon-Sauvignon Blanc	Dolce	C2
5910	US	Dutton Ranch Rued Vineyard	92	55.00	California	Green Valley	Sonoma	Chardonnay	Dutton-Goldfield	C4
49903	Italy	Coste a Preola	87	17.00	Sicily & Sardinia	Sicilia		Nero d'Avola	Tenuta Gorghi Tondi	C1
23529	Italy	Santo	85	10.00	Piedmont	Moscato d'Asti		Moscato	Santero	C1
86429	France	Teurons Premier Cru	91	55.00	Burgundy	Beaune		Pinot Noir	Bouchard Père & Fils	C4
21522	Chile	Eco Balance	86	9.00	Colchagua Valley			Carmenère	Emiliana	C1
134348	US	Stolpman Vineyard	88	33.00	California	Santa Ynez Valley	Central Coast	Nebbiolo	Novy	C3
183	US	Boushey Vineyard	88	20.00	Washington	Yakima Valley	Columbia Valley	Picpoul	Syncline	C1
16734	US	Winemaker's Selection	83	9.00	California	Monterey	Central Coast	Riesling	Jekel	C1
110516	US		87	28.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Gifford Hirlinger	C3
149328	New Zealand	Rifleman's	90	36.00	Hawke's Bay			Chardonnay	Sacred Hill	C3
47620	Germany	Bernkasteler Kurfürstlay Kabinett	86	14.00	Mosel			Riesling	Leonard Kreusch	C1
40117	US	Heritage Field Blend	90	25.00	California	Lodi	Central Valley	Red Blend	Borra	C3
113683	US		83	12.00	California	Monterey County	Central Coast	Riesling	Blackstone	C1
7924	France	Clos Windsbuhl Hunawihr	92	80.00	Alsace	Alsace		Pinot Gris	Domaine Zind-Humbrecht	C2
37351	France	Brut	87	35.00	Champagne	Champagne		Champagne Blend	Vollereaux	C3
74604	Germany	Hochheimer Kirchenstück Spätlese Trocken	90	34.00	Rheingau			Riesling	Domdechant Werner	C3
9217	US	Turas	85	32.00	Idaho			Red Blend	Telaya	C3
123424	US	Clos Pepe Vineyard	87	48.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	A.P. Vin	C4
97082	US		89	13.00	California	Mendocino County	Mendocino/Lake Counties	Chardonnay	Bonterra	C1
38773	Spain	Lealtanza Selección Especial Reserva	86	36.00	Northern Spain	Rioja		Tempranillo	Altanza	C3
17406	Austria	Extra Brut Burgundersekt	88	23.00	Österreichischer Sekt			Champagne Blend	Graf Hardegg	C3
10740	US	Reserve	86	39.00	California	Livermore Valley	Central Coast	Cabernet Sauvignon	McGrail	C3
67551	Chile		85	7.00	Maule Valley			Merlot	Alfasi	C1
115481	France	Les Champs Canet Premier Cru	93	95.00	Burgundy	Puligny-Montrachet		Chardonnay	Domaine Louis Carillon	C2
92712	US	Estate	84	22.00	California	Central Coast	Central Coast	Viognier	Clos La Chance	C1
122908	Portugal	Special Reserve Tawny	86	18.00	Port			Port	Poças	C1
64271	Italy	Cartizze Cuvée Viviana	87	25.00	Veneto	Prosecco Superiore di Cartizze		Prosecco	Valdo	C3
72223	US	Endeavour	92	65.00	California	Dry Creek Valley	Sonoma	Cabernet Sauvignon	Dry Creek Vineyard	C4
129328	US		85	23.00	California	Napa Valley	Napa	Cabernet Sauvignon	B Side	C3
118322	Italy	Filimei	85	16.00	Southern Italy	Salento		Negroamaro	L'Astore Masseria	C1
37398	US	Katherine's Vineyard	91	22.00	California	Santa Maria Valley	Central Coast	Chardonnay	Cambria	C1
12255	Italy	Cedro Riserva	89	24.00	Tuscany	Chianti Rufina		Red Blend	Fattoria Lavacchio	C3
101294	US	Grand Firepeak Cuvée	89	33.00	California	Edna Valley	Central Coast	Pinot Noir	Baileyana	C3
68030	New Zealand	Distinction	86	14.00	Hawke's Bay			Merlot	Kemblefield	C1
84876	US		87	17.00	California	Sonoma County	Sonoma	Merlot	Sebastiani	C1
141597	US	Estate Grown	85	36.00	California	Carneros	Napa-Sonoma	Pinot Noir	Robert Stemmler	C3
41944	France		87	25.00	Rhône Valley	Châteauneuf-du-Pape		Rhône-style Red Blend	Clerget	C3
138508	Austria	Loibenberg Smaragd	90	60.00	Wachau			Riesling	Alzinger	C4
47424	Spain		87	7.00	Northern Spain	Campo de Borja		Garnacha	Crucillon	C1
92000	France	Brut Blanc de Blancs	86	23.00	Alsace	Crémant d'Alsace		Pinot Blanc	Lucien Albrecht	C3
