id	country	designation	points	price	province	region_1	region_2	variety	winery
100873	US	Corneauxcopia	82	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Claar
90964	Greece	Danielis	85	11.00	Greece			Red Blend	Achaia Clauss
41093	US	Meredith Mitchell Vineyard	89	65.00	Oregon	McMinnville	Willamette Valley	Pinot Noir	Ken Wright
149347	France	Le Troncsec	86	25.00	Loire Valley	Pouilly-Fumé		Sauvignon Blanc	Joseph Mellot
120328	France	Montmains Premier Cru	91	35.00	Burgundy	Chablis		Chardonnay	Simonnet-Febvre
51422	US		95	95.00	California	Napa Valley	Napa	Cabernet Sauvignon	Sinatra Family
124764	US		85	15.00	New York	New York	New York Other	Merlot	Brotherhood
87733	France	Les Caillerets Premier Cru	94	102.00	Burgundy	Chassagne-Montrachet		Chardonnay	Domaine Marc Morey
71554	Hungary	Royal Cuvée	87	28.00	Villány			Bordeaux-style Red Blend	Bock
73924	France		87	18.00	Burgundy	Mâcon-Villages		Chardonnay	Henri Perrusset
26873	US		91	16.00	California	Mendocino County	Mendocino/Lake Counties	Syrah	Bonterra
143699	US		93	70.00	California	Howell Mountain	Napa	Merlot	Duckhorn
126846	US	Flood Family Vineyards	87	25.00	California	Santa Barbara County	Central Coast	Syrah	Rancho Sisquoc
143348	Chile	Gran Reserva	87	15.00	Central Valley			Cabernet Sauvignon	Espiritu de Chile
119566	US	Destiny Vineyards Unforgettable	84	38.00	California	Paso Robles	Central Coast	Merlot	Hunt Cellars
72880	Italy	Vigna della Corona	91	86.00	Southern Italy	Aglianico del Vulture		Aglianico	Tenuta Le Querce
83686	US		88	13.00	Washington	Yakima Valley	Columbia Valley	Gewürztraminer	Lone Birch
23481	Italy		85	14.00	Piedmont	Moscato d'Asti		Moscato	Enrico Serafino
63178	US	Sleepy Hollow Vineyard	88	35.00	California	Monterey	Central Coast	Chardonnay	Talbott
12808	US		89	13.00	California	California	California Other	Merlot	Château Souverain
19900	Italy	Casale Vecchio	87	18.00	Central Italy	Terre di Chieti		Pecorino	Farnese
62913	Australia	Three Gardens Shiraz-Grenache-Mourvèdre	87	17.00	South Australia	Barossa Valley		Rhône-style Red Blend	Langmeil
135442	Italy	Ronco Broilo	88	49.00	Northeastern Italy	Colli Orientali del Friuli		White Blend	Conte d'Attimis-Maniago
53691	US		84	22.00	California	Shenandoah Valley (CA)	Sierra Foothills	Primitivo	Bray
10983	France	Clos Capelune	93	60.00	Provence	Côtes de Provence		Rosé	Château Saint-Maur
146835	Spain	Aniversario PA 84 Brut Nature	86	70.00	Catalonia	Cava		Sparkling Blend	Parxet
99055	France	La Réserve du Crouzau St. Gervais	86	20.00	Rhône Valley	Côtes du Rhône Villages		Rhône-style Red Blend	Les Vignobles Foncalieu
71102	US	Reserve	93	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Barnard Griffin
148186	US		93	115.00	California	St. Helena	Napa	Cabernet Sauvignon	Hourglass
74590	US		90	18.00	California	California	California Other	Vermentino	Bailiwick
116945	Australia		90	17.00	South Australia	Clare Valley		Cabernet Sauvignon	Wakefield Estate
56034	Austria	Heideboden	90	28.00	Burgenland			Austrian Red Blend	Judith Beck
105234	US	Alder Ridge Vineyard	91	40.00	Washington	Washington	Washington Other	Syrah	Coeur d'Alene
66439	US	Redemption Zin	87	25.00	California	Dry Creek Valley	Sonoma	Zinfandel	Alexander Valley Vineyards
37765	Spain		84	13.00	Northern Spain	Rioja		White Blend	Vivanco
145213	Australia		89	27.00	South Australia	Coonawarra		Cabernet Sauvignon-Merlot	Punters Corner
116416	Spain	Selección Especial	83	12.00	Northern Spain	Vino de la Tierra de Castilla y León		Tempranillo-Shiraz	Penascal
102442	US	Sonoma Coast Cuvée	88	28.00	California	Sonoma Coast	Sonoma	Syrah	Baker Lane
98506	US	Gowan Creek Vineyard	94	75.00	California	Anderson Valley	Mendocino/Lake Counties	Pinot Noir	Goldeneye
108768	US		87	25.00	California	Santa Barbara County	Central Coast	Pinot Noir	Martin Ray
69251	Greece	Mythic River	83	13.00	Nemea			Agiorgitiko	Estate Constantin Gofas
118965	US		85	10.00	Washington	Washington	Washington Other	Merlot	Avery Lane
102178	Chile	Reserva	85	12.00	Maipo Valley			Merlot	Porta
33641	US		93	25.00	California	Sonoma County	Sonoma	Pinot Noir	Reaper
136763	Australia	Nine Gums Vineyard	85	30.00	South Australia	McLaren Vale		Shiraz	Brick Road
76790	US		93	38.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Syrah	Abeja
124923	Switzerland	Marengo	86	19.00	Vino da Tavola della Svizzera Italiana			Merlot	Delea
113558	Italy	Custera	89	39.00	Sicily & Sardinia	Sicilia		Red Blend	Ceuso
122546	US	Sleepy Hollow Vineyard	92	59.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Testarossa
68180	New Zealand		86	17.00	Nelson			Sauvignon Blanc	Seifried
120060	US		84	20.00	California	Monterey County	Central Coast	Pinot Noir	Dahlia
30512	France		86	9.00	Bordeaux	Bordeaux Blanc		Bordeaux-style White Blend	Château de l'Enclos
13725	US	Home Ranch	89	26.00	California	Dry Creek Valley	Sonoma	Chardonnay	Sbragia
82532	Greece		84	12.00	Nemea			Agiorgitiko	Kouros
119253	Argentina		83	9.00	Mendoza Province	Mendoza		Malbec	Origin
83940	Portugal	Cape Roca Fisherman	85	11.00	Vinho Verde			Portuguese White	Casca Wines
28262	France	Elixir Demi-Sec Premier Cru	83	63.00	Champagne	Champagne		Champagne Blend	Bertrand-Delespierre
3657	France	Grossi Laüe Limited Edition	94	55.00	Alsace	Alsace		Pinot Noir	Hugel
25375	US	Bass Hill	87	30.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Amity Vineyards
87527	US	Paragon Vineyard	91	17.00	California	Edna Valley	Central Coast	Grenache Blanc	Tangent
72287	US	Reserve	86	30.00	California	Livermore Valley	Central Coast	Petit Verdot	Concannon
84191	US	Caravan	92	42.00	California	Napa Valley	Napa	Cabernet Sauvignon	Darioush
141918	Spain	Blanco	80	8.00	Northern Spain	Rioja		Viura	Montecillo
23420	US	Estate	85	18.00	California	Lake County	Mendocino/Lake Counties	Zinfandel	Quackenbush
95268	Italy		84	28.00	Southern Italy	Greco di Tufo		Greco	Macchialupa
109901	US		87	28.00	Washington	Washington	Washington Other	Merlot	Camaraderie
119516	US	Huber Vineyard	94	48.00	California	Sta. Rita Hills	Central Coast	Chardonnay	Diatom
114891	US		88	45.00	Washington	Rattlesnake Hills	Columbia Valley	Chardonnay	Hudson Shah
44230	Italy	Furlana	88	20.00	Northeastern Italy	Collio		Friulano	Conti Formentini
40640	France		91	30.00	Bordeaux	Moulis-en-Médoc		Bordeaux-style Red Blend	Château Anthonic
120236	US	Hailey's Block	95	60.00	California	Green Valley	Sonoma	Pinot Noir	Hartford Court
127116	Australia		87	16.00	South Australia	Adelaide Hills		Pinot Gris	Sidewood
44984	US	Signature	93	39.00	California	Paso Robles	Central Coast	Red Blend	Vina Robles
127018	US		83	10.00	Washington	Columbia Valley (WA)	Columbia Valley	Syrah	Snoqualmie
60281	France	Tradition de Campuget	84	12.00	Rhône Valley	Costières de Nîmes		Rosé	Château de Campuget
117971	US	Destiny Ridge Vineyard ‘Shepherd's Mark'	89	18.00	Washington	Columbia Valley (WA)	Columbia Valley	White Blend	Alexandria Nicole
56626	US	Brut	90	19.00	California	Mendocino County	Mendocino/Lake Counties	Champagne Blend	Scharffenberger
31958	France	Tête de Cru Les Perrières	91	55.00	Burgundy	Pouilly-Fuissé		Chardonnay	Domaine Ferret
20712	Italy	Capitel de' Roari	88	35.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Luigi Righetti
132757	Australia	Bin 444	86	9.00	Australia Other	South Eastern Australia		Cabernet Sauvignon	Wyndham Estate
124180	Australia	The Scribbler	89	18.00	South Australia	Barossa		Cabernet Sauvignon-Shiraz	Yalumba
59307	Spain	Finca Valpiedra Reserva	90	40.00	Northern Spain	Rioja		Tempranillo Blend	Martinez Bujanda
133161	France	Grande Réserve Brut	85	24.00	Champagne	Champagne		Champagne Blend	Chanoine
121659	US	Rough Justice Red	91	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Barrister
44370	US	Buchignani Vineyard	85	28.00	California	Dry Creek Valley	Sonoma	Zinfandel	Keating
101367	Italy	Merlot	84	8.00	Central Italy	Umbria		Merlot	Cantina Tudernum
89322	Italy		89	50.00	Piedmont	Barbaresco		Nebbiolo	Prunotto
110409	Portugal	Reserva	92	25.00	Douro			Portuguese Red	Quinta de Ventozelo
121722	US	Estate Bottled	90	24.00	California	Edna Valley	Central Coast	Chardonnay	Chamisal Vineyards
3409	France	Terres Blanches	87	12.00	Southwest France	Côtes de Gascogne		White Blend	Domaine Chiroulet
10529	Austria	Loibner Steinertal Smaragd	95	57.00	Wachau			Grüner Veltliner	F X Pichler
54248	US		85	24.00	California	Paso Robles	Central Coast	Cabernet Sauvignon	Robert Hall
74708	US	Extra Dry	85	10.00	California	California	California Other	Champagne Blend	JFJ
108200	US	Salvestrin Estate Vineyard Three-D	94	110.00	California	St. Helena	Napa	Cabernet Sauvignon	Salvestrin
73584	Spain	Crianza	84	30.00	Northern Spain	Ribera del Duero		Tempranillo	Alidis
79937	US	Severed Head Red	84	18.00	California	Napa Valley	Napa	Red Blend	Spell Wine
60166	US	Il Re Reserve	88	38.00	California	Red Hills Lake County	Mendocino/Lake Counties	Cabernet Sauvignon	Nordby
121343	Chile	Gran Reserva	85	20.00	Bío Bío Valley			Pinot Noir	Porta
46682	US		90	18.00	Oregon	Willamette Valley	Willamette Valley	Pinot Gris	Westrey
94561	US		87	19.00	New York	Finger Lakes	Finger Lakes	Gewürztraminer	Standing Stone
64948	US	Albutom Vineyard	92	45.00	California	Santa Cruz Mountains	Central Coast	Chardonnay	Thomas Fogarty
6835	US	Oregon	87	22.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Coeur de Terre
112111	Argentina		84	8.00	Mendoza Province	Mendoza		Viognier	Santa Julia
108129	Italy	Il Corzano	87	40.00	Tuscany	Toscana		Red Blend	Fattoria Corzano e Paterno
89892	Chile	Marques de Casa Concha	88	22.00	Peumo			Carmenère	Concha y Toro
5058	France	Les Becs Fins	88	21.00	Rhône Valley	Côtes du Rhône Villages		Grenache-Syrah	Tardieu-Laurent
127125	Italy	Martinette	87	14.00	Piedmont	Barbera d'Asti Superiore		Barbera	Alfonso Boeri
119386	Chile	Reserva	82	13.00	Limarí Valley			Chardonnay	Terra Andina
61132	Australia		86	16.00	South Australia	Langhorne Creek		Shiraz	The Winner's Tank
28056	Spain	MIM Natura Brut Reserva	88	20.00	Catalonia	Cava		Sparkling Blend	Marqués de Gelida
40222	Chile	LFE 900 Single Vineyard	90	35.00	Colchagua Valley			Red Blend	Luis Felipe Edwards
96513	US	Meek Vineyard	90	42.00	Washington	Columbia Valley (WA)	Columbia Valley	Petit Verdot	OS Winery
134730	US	The Whitewing Amber Ridge	93	50.00	California	Russian River Valley	Sonoma	Pinot Noir	Armanino Family Cellars
111280	US		84	10.00	California	Alexander Valley	Sonoma	Sauvignon Blanc	DeLorimier
127077	Italy	Extra Dry	85	19.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Varaschin
46976	US	3 Divas	89	25.00	California	Russian River Valley	Sonoma	Rhône-style White Blend	Montemaggiore
139728	US	Camel Hill	88	55.00	California	Santa Cruz Mountains	Central Coast	Syrah	Martella
133198	Spain	Gran Reserva	90	38.00	Northern Spain	Rioja		Tempranillo	Ramón Bilbao
66849	US	Tondré's Grapefield	86	55.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Morgan
90319	US	Dry	87	13.00	New York	Finger Lakes	Finger Lakes	Riesling	Wagner
822	US	Circle S Vineyard	90	70.00	California	Napa Valley	Napa	Cabernet Sauvignon	Tetra
86830	France		82	11.00	Languedoc-Roussillon	Vin de Pays d'Oc		Pinot Noir	Wild Pig
125649	Chile	Reserva	87	12.00	Cachapoal Valley			Cabernet Sauvignon	Gracia de Chile
64952	Italy		85	9.00	Northeastern Italy	Alto Adige		Pinot Grigio	Josef Weger
74238	US	Family Classic	87	20.00	California	North Coast	North Coast	Cabernet Sauvignon	Raymond
88160	Portugal	Coreto	84	6.00	Estremadura			Rosé	DFJ Vinhos
24160	Italy	Guado al Tasso	97	102.00	Tuscany	Bolgheri Superiore		Red Blend	Marchesi Antinori
99498	Chile	Reserva	88	12.00	Colchagua Valley			Malbec	Santa Rita
80041	Germany	Feinherb	87	18.00	Mosel			Riesling	Dr. Pauly Bergweiler
64961	Argentina	Acorde #1 Reserve	85	36.00	Mendoza Province	Mendoza		Malbec-Cabernet Sauvignon	Preludio
142994	Chile	Doña Isadora	88	9.00	Maipo Valley			Riesling	Cousiño-Macul
114719	Italy		92	61.00	Tuscany	Brunello di Montalcino		Sangiovese	Argiano
25155	US	Semi-Dry	88	13.00	New York	New York	New York Other	Riesling	Heron Hill
139014	New Zealand		87	18.00	Marlborough			Sauvignon Blanc	Huia
38536	Chile	Auma Los Lingues	91	100.00	Colchagua Valley			Red Blend	Koyle
136009	US	Lone Redwood Ranch	94	25.00	California	Russian River Valley	Sonoma	Zinfandel	Joseph Swan Vineyards
148203	US	Don Miguel Vineyard Dobles Lías	90	45.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Torres
124610	Chile	Medalla Real Special Reserve	90	19.00	Maipo Valley			Cabernet Sauvignon	Santa Rita
69039	France	Bourgogne A. Rodet	85	18.00	Burgundy	Bourgogne		Pinot Noir	Antonin Rodet
88851	US		88	12.00	Oregon	Oregon	Oregon Other	Pinot Gris	A to Z
122061	France		92	22.00	Loire Valley	Savennières		Chenin Blanc	Domaine des Baumard
73346	US		87	65.00	California	Napa Valley	Napa	Cabernet Sauvignon	Vellum
28255	US	Naughty Little Hillsides Estate	90	25.00	California	Sta. Rita Hills	Central Coast	Pinot Gris	Babcock
17718	US		88	20.00	Oregon	Umpqua Valley	Southern Oregon	Syrah	Melrose
108843	US		82	19.00	California	Fiddletown	Sierra Foothills	Zinfandel	Santino
24798	Italy	Saia	89	36.00	Sicily & Sardinia	Sicilia		Nero d'Avola	Feudo Maccari
51779	Spain	Victorino	93	63.00	Northern Spain	Toro		Tinta de Toro	Teso La Monja
30107	Germany	Graacher Himmelreich Auslese	92	51.00	Mosel			Riesling	Joh. Jos. Prüm
137249	US		88	22.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Gordon Brothers
113917	US	Sagemoor Vineyard	89	29.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Sauvignon	Columbia Winery
25277	Italy	Stemmari	87	10.00	Sicily & Sardinia	Sicilia		Syrah	Feudo Arancio
140906	US		89	30.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Zerba Cellars
61825	Australia	Chookshed	88	85.00	South Australia	Barossa Valley		Zinfandel	Rusden
93861	Spain	Calvario	93	150.00	Northern Spain	Rioja		Tempranillo	Finca Allende
132425	US		88	24.00	California	Carneros	Napa-Sonoma	Pinot Grigio	Benessere
63012	US	Da Red	88	18.00	California	Edna Valley	Central Coast	Red Blend	Domaine Alfred
29163	Italy	Castello di Montespertoli Riserva	87	30.00	Tuscany	Chianti Montespertoli		Red Blend	Castello Sonnino
150632	US		88	20.00	California	Redwood Valley	Mendocino/Lake Counties	Zinfandel	Lolonis
38712	US	ReZerve	90	24.00	California	Amador County	Sierra Foothills	Primitivo	Sobon Estate
122686	US	Wahluke Slope Vineyard	89	28.00	Washington	Columbia Valley (WA)	Columbia Valley	Malbec	Arbor Crest
13055	France		91	25.00	France Other	Arbois		Chardonnay	Domaine Daniel Dugois
68681	France	Aric	92	20.00	Languedoc-Roussillon	Corbières		Rhône-style Red Blend	Domaine Famille Lignères
138943	France	Grand Siècle La Cuvée Brut	90	90.00	Champagne	Champagne		Champagne Blend	Laurent-Perrier
3860	US	Copeland Vineyard	90	26.00	Washington	Rattlesnake Hills	Columbia Valley	Cabernet Franc	Savage Grace
71809	Spain		82	10.00	Central Spain	Valdepeñas		Tempranillo	Montecruz
130703	Chile		83	9.00	Central Valley			Shiraz	San Elias
29863	US		88	23.00	Washington	Columbia Valley (WA)	Columbia Valley	Tempranillo	Ott & Murphy
85937	US	Lot 110	83	18.00	California	Carneros	Napa-Sonoma	Pinot Noir	Cameron Hughes
75048	Italy	Tridentum Dosaggio Zero	90	39.00	Northeastern Italy	Trento		Pinot Nero	Cesarini Sforza
123647	Argentina	Reserva	87	18.00	Mendoza Province	Tupungato		Pinot Noir	Domaine Jean Bousquet
28910	Spain	Viña Rubican Crianza	86	14.00	Northern Spain	Navarra		Red Blend	Bodegas Corellanas
24678	US	Estate	89	18.00	California	Sonoma Valley	Sonoma	Viognier	Kunde
144820	France	Cuvée Paradis Brut Rosé	90	110.00	Champagne	Champagne		Champagne Blend	Alfred Gratien
78227	US	Estate Vineyard	87	22.00	California	Sonoma Valley	Sonoma	Marsanne	Wellington
36584	US		81	33.00	California	California	California Other	Barbera	Villa Andretti
98669	US	Peay Vineyard	95	54.00	California	Russian River Valley	Sonoma	Pinot Noir	Williams Selyem
50971	Italy	Colbertina	86	25.00	Piedmont	Barbera d'Alba		Barbera	Tenuta L'Illuminata
56353	France	Les Romains	92	59.00	Loire Valley	Sancerre		Sauvignon Blanc	Domaine Vacheron
133109	US		88	18.00	California	Mendocino County	Mendocino/Lake Counties	Viognier	Bonterra
22855	South Africa	The Mint	90	45.00	Stellenbosch			Cabernet Sauvignon	Thelema
55192	US		91	20.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	L'Ecole No. 41
92263	Australia	Unwooded	85	18.00	South Australia	South Australia		Chardonnay	Chapel Hill
68822	Spain	Reserva	91	77.00	Northern Spain	Rioja		Tempranillo	Remírez de Ganuza
144252	US	Eutenier Sylar Vineyard	84	17.00	California	Lake County	Mendocino/Lake Counties	Sauvignon Blanc	X
136408	Italy	Tané	90	60.00	Sicily & Sardinia	Sicilia		Red Blend	Valle dell'Acate
105179	US		90	16.00	Oregon	Oregon	Oregon Other	Chardonnay	A to Z
2322	Italy	Cannubi Boschis	90	70.00	Piedmont	Barolo		Nebbiolo	Cantina del Nebbiolo
55726	US	Syrah du Soleil	85	36.00	California	Sonoma County	Sonoma	Syrah	Collier Falls
73467	US		83	28.00	California	Napa Valley	Napa	Sangiovese	Benessere
31485	US	35th Anniversary Reserve Mailbox Vineyard	88	64.00	California	Spring Mountain District	Napa	Merlot	Keenan
15739	US		85	12.00	Washington	Columbia Valley (WA)	Columbia Valley	Riesling	Jones of Washington
40461	US		90	14.00	California	Edna Valley	Central Coast	Chardonnay	Fossil Point
63317	Spain		86	12.00	Catalonia	Terra Alta		Syrah-Grenache	Las Colinas Del Ebro
140360	US	Wine Creek Ranch	91	24.00	California	Dry Creek Valley	Sonoma	Grenache	Quivira
67961	Italy	Riserva	83	22.00	Tuscany	Chianti Classico		Sangiovese	Valiano
8773	Slovenia	Hand Harvested Estate Bottled	86	7.00	Primorska			Pinot Grigio	Avia
8682	US		86	17.00	California	Central Coast	Central Coast	Pinot Noir	Edna Valley Vineyard
61668	US	Sanford & Benedict Vineyard	91	48.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	Sanford
129867	Israel	Appellation Kosher	84	24.00	Upper Galilee			Merlot	Carmel
67787	US		83	12.00	Washington	Columbia Valley (WA)	Columbia Valley	White Riesling	Barnard Griffin
74321	US		90	10.00	Washington	Washington	Washington Other	Riesling	Washington Hills
98500	US	Buckeye Vineyard	95	85.00	California	Howell Mountain	Napa	Cabernet Sauvignon	Piña
121019	US	Harrison Hill Red Wine	93	75.00	Washington	Yakima Valley	Columbia Valley	Red Blend	DeLille
136423	Argentina	Reserve	83	13.00	Mendoza Province	Mendoza		Chardonnay	Caoba
15014	US	Rancho Santa Rosa	90	30.00	California	Sta. Rita Hills	Central Coast	Syrah	Foley
126978	US	Reserve	87	40.00	California	Russian River Valley	Sonoma	Chardonnay	Rodney Strong
93622	France		83	15.00	Alsace	Alsace		Pinot Gris	Domaine Specht
98224	Germany	Johannisberger Klaus Spätlese	89	43.00	Rheingau			Riesling	Johannishof
35192	US		91	39.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Merlot	Reininger
38164	France		91	19.00	Languedoc-Roussillon	Fitou		Grenache-Carignan	Gérard Bertrand
20382	Germany	Medium Sweet	85	11.00	Mosel			Riesling	blüfeld
108532	US		89	85.00	California	Napa Valley	Napa	Semillon-Sauvignon Blanc	Dolce
5910	US	Dutton Ranch Rued Vineyard	92	55.00	California	Green Valley	Sonoma	Chardonnay	Dutton-Goldfield
49903	Italy	Coste a Preola	87	17.00	Sicily & Sardinia	Sicilia		Nero d'Avola	Tenuta Gorghi Tondi
23529	Italy	Santo	85	10.00	Piedmont	Moscato d'Asti		Moscato	Santero
86429	France	Teurons Premier Cru	91	55.00	Burgundy	Beaune		Pinot Noir	Bouchard Père & Fils
21522	Chile	Eco Balance	86	9.00	Colchagua Valley			Carmenère	Emiliana
134348	US	Stolpman Vineyard	88	33.00	California	Santa Ynez Valley	Central Coast	Nebbiolo	Novy
183	US	Boushey Vineyard	88	20.00	Washington	Yakima Valley	Columbia Valley	Picpoul	Syncline
16734	US	Winemaker's Selection	83	9.00	California	Monterey	Central Coast	Riesling	Jekel
110516	US		87	28.00	Washington	Walla Walla Valley (WA)	Columbia Valley	Cabernet Sauvignon	Gifford Hirlinger
149328	New Zealand	Rifleman's	90	36.00	Hawke's Bay			Chardonnay	Sacred Hill
47620	Germany	Bernkasteler Kurfürstlay Kabinett	86	14.00	Mosel			Riesling	Leonard Kreusch
40117	US	Heritage Field Blend	90	25.00	California	Lodi	Central Valley	Red Blend	Borra
113683	US		83	12.00	California	Monterey County	Central Coast	Riesling	Blackstone
7924	France	Clos Windsbuhl Hunawihr	92	80.00	Alsace	Alsace		Pinot Gris	Domaine Zind-Humbrecht
37351	France	Brut	87	35.00	Champagne	Champagne		Champagne Blend	Vollereaux
74604	Germany	Hochheimer Kirchenstück Spätlese Trocken	90	34.00	Rheingau			Riesling	Domdechant Werner
9217	US	Turas	85	32.00	Idaho			Red Blend	Telaya
123424	US	Clos Pepe Vineyard	87	48.00	California	Sta. Rita Hills	Central Coast	Pinot Noir	A.P. Vin
97082	US		89	13.00	California	Mendocino County	Mendocino/Lake Counties	Chardonnay	Bonterra
38773	Spain	Lealtanza Selección Especial Reserva	86	36.00	Northern Spain	Rioja		Tempranillo	Altanza
17406	Austria	Extra Brut Burgundersekt	88	23.00	Österreichischer Sekt			Champagne Blend	Graf Hardegg
10740	US	Reserve	86	39.00	California	Livermore Valley	Central Coast	Cabernet Sauvignon	McGrail
67551	Chile		85	7.00	Maule Valley			Merlot	Alfasi
115481	France	Les Champs Canet Premier Cru	93	95.00	Burgundy	Puligny-Montrachet		Chardonnay	Domaine Louis Carillon
92712	US	Estate	84	22.00	California	Central Coast	Central Coast	Viognier	Clos La Chance
122908	Portugal	Special Reserve Tawny	86	18.00	Port			Port	Poças
64271	Italy	Cartizze Cuvée Viviana	87	25.00	Veneto	Prosecco Superiore di Cartizze		Prosecco	Valdo
72223	US	Endeavour	92	65.00	California	Dry Creek Valley	Sonoma	Cabernet Sauvignon	Dry Creek Vineyard
129328	US		85	23.00	California	Napa Valley	Napa	Cabernet Sauvignon	B Side
118322	Italy	Filimei	85	16.00	Southern Italy	Salento		Negroamaro	L'Astore Masseria
37398	US	Katherine's Vineyard	91	22.00	California	Santa Maria Valley	Central Coast	Chardonnay	Cambria
12255	Italy	Cedro Riserva	89	24.00	Tuscany	Chianti Rufina		Red Blend	Fattoria Lavacchio
101294	US	Grand Firepeak Cuvée	89	33.00	California	Edna Valley	Central Coast	Pinot Noir	Baileyana
68030	New Zealand	Distinction	86	14.00	Hawke's Bay			Merlot	Kemblefield
84876	US		87	17.00	California	Sonoma County	Sonoma	Merlot	Sebastiani
141597	US	Estate Grown	85	36.00	California	Carneros	Napa-Sonoma	Pinot Noir	Robert Stemmler
41944	France		87	25.00	Rhône Valley	Châteauneuf-du-Pape		Rhône-style Red Blend	Clerget
138508	Austria	Loibenberg Smaragd	90	60.00	Wachau			Riesling	Alzinger
47424	Spain		87	7.00	Northern Spain	Campo de Borja		Garnacha	Crucillon
92000	France	Brut Blanc de Blancs	86	23.00	Alsace	Crémant d'Alsace		Pinot Blanc	Lucien Albrecht
96784	Italy	Black Label	90	55.00	Tuscany	Colli della Toscana Centrale		Red Blend	I Balzini
69436	France	Les Jumelles	89	80.00	Rhône Valley	Côte Rôtie		Syrah	Paul Jaboulet Aîné
65059	US		90	34.00	Washington	Horse Heaven Hills	Columbia Valley	Cabernet Sauvignon	Tertulia
130680	France	Croix de Basson	84	15.00	Provence	Côtes de Provence		Rosé	Vignerons de Correns
103094	Chile		84	20.00	Casablanca Valley			Red Blend	Primus
69965	Chile	Prima Reserva	80	13.00	Maipo Valley			Merlot	De Martino
93575	Italy	Pasiteo	89	29.00	Tuscany	Vino Nobile di Montepulciano		Prugnolo Gentile	Fassati
25583	US	Estate	87	18.00	California	El Dorado	Sierra Foothills	Roussanne	Holly's Hill
33558	US	Jerusalem Hill	89	85.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Domaine Serene
68950	US	QO-NE Red	84	30.00	Washington	Columbia Valley (WA)	Columbia Valley	Red Blend	Northwest Totem Cellars
66219	France		91	50.00	Burgundy	Gevrey-Chambertin		Pinot Noir	Manuel Olivier
121130	Italy	Orchidea	91	39.00	Tuscany	Toscana		Red Blend	Fattoria di Casalbosco
14821	US	Coro Mendocino	92	35.00	California	Mendocino County	Mendocino/Lake Counties	Red Blend	Fetzer
19973	US	Oso Vineyard	87	50.00	California	Napa Valley	Napa	Cabernet Sauvignon	Emblem
84622	France	Collection Premier Cru	89	79.00	Burgundy	Volnay		Pinot Noir	L. Tramier & Fils
10052	US		85	12.00	California	California	California Other	Merlot	Leese-Fitch
81718	US	Estate	85	19.00	New York	North Fork of Long Island	Long Island	Merlot	Raphael
134308	Italy		88	17.00	Northeastern Italy	Colli Orientali del Friuli		Pinot Bianco	Ermacora
40422	US	Winemaker's Select	86	8.00	Washington	Columbia Valley (WA)	Columbia Valley	Riesling	Snoqualmie
142578	US	To Kalon Vineyard I Block	94	65.00	California	Napa Valley	Napa	Fumé Blanc	Robert Mondavi
82836	Italy		84	10.00	Sicily & Sardinia	Sicilia		Merlot	Lagaria
118850	Germany	Bechtheimer Rosengarten Eiswein 375 ml	82	34.00	Rheinhessen			Gewürztraminer	G&M; Machmer
99514	Australia	Bells & Whistles	86	19.00	South Australia	Limestone Coast		Red Blend	St Mary's
38286	US		86	31.00	Oregon	Umpqua Valley	Southern Oregon	Pinot Noir	Reustle
14352	France	Les Griottes	85	15.00	Beaujolais	Beaujolais		Gamay	Domaine du Vissoux
145566	Spain	Crianza	89	13.00	Northern Spain	Navarra		Tempranillo Blend	Eolo
22753	Italy		88	28.00	Tuscany	Rosso di Montalcino		Sangiovese Grosso	Tenuta Il Poggione
18747	France	Grand Millésime	93	42.00	Southwest France	Pécharmant		Bordeaux-style Red Blend	Château de Tiregand
31106	US		87	48.00	California	Napa Valley	Napa	Cabernet Franc	Sequoia Grove
114384	Spain		83	10.00	Northern Spain	Rueda		White Blend	Inspiración Pampano
122928	US		90	14.00	Washington	Yakima Valley	Columbia Valley	Riesling	Airfield Estates
130636	Italy	Giulio Riserva del Fondatore	93	90.00	Northeastern Italy	Trento		Chardonnay	Ferrari
82466	US	Ritchie Vineyard	87	40.00	California	Russian River Valley	Sonoma	Chardonnay	De Loach
28676	US		87	18.00	New York	North Fork of Long Island	Long Island	Sauvignon Blanc	Bouquet
